modality,model,threshold,rule_windows,rule_hits,positive_detected,positive_runs,false_alerts,control_runs,selected
NVML + electrical,random_forest,0.75,4,1,3,6,0,9,False
NVML + electrical,random_forest,0.75,4,2,3,6,0,9,False
NVML + electrical,random_forest,0.75,4,3,3,6,0,9,False
NVML + electrical,random_forest,0.75,4,4,3,6,0,9,False
NVML + electrical,random_forest,0.75,5,1,3,6,0,9,False
NVML + electrical,random_forest,0.75,5,2,3,6,0,9,False
NVML + electrical,random_forest,0.75,5,3,3,6,0,9,False
NVML + electrical,random_forest,0.75,5,4,3,6,0,9,False
NVML + electrical,random_forest,0.75,5,5,3,6,0,9,False
NVML + electrical,random_forest,0.775,1,1,3,6,0,9,False
NVML + electrical,random_forest,0.775,2,1,3,6,0,9,False
NVML + electrical,random_forest,0.775,2,2,3,6,0,9,False
NVML + electrical,random_forest,0.775,3,1,3,6,0,9,False
NVML + electrical,random_forest,0.775,3,2,3,6,0,9,False
NVML + electrical,random_forest,0.775,3,3,3,6,0,9,False
NVML + electrical,random_forest,0.775,4,1,3,6,0,9,False
NVML + electrical,random_forest,0.775,4,2,3,6,0,9,False
NVML + electrical,random_forest,0.775,4,3,3,6,0,9,False
NVML + electrical,random_forest,0.775,4,4,3,6,0,9,False
NVML + electrical,random_forest,0.775,5,1,3,6,0,9,False
NVML + electrical,random_forest,0.775,5,2,3,6,0,9,False
NVML + electrical,random_forest,0.775,5,3,3,6,0,9,False
NVML + electrical,random_forest,0.775,5,4,3,6,0,9,False
NVML + electrical,random_forest,0.775,5,5,3,6,0,9,False
NVML + electrical,random_forest,0.8,1,1,3,6,0,9,False
NVML + electrical,random_forest,0.8,2,1,3,6,0,9,False
NVML + electrical,random_forest,0.8,2,2,3,6,0,9,False
NVML + electrical,random_forest,0.8,3,1,3,6,0,9,False
NVML + electrical,random_forest,0.8,3,2,3,6,0,9,False
NVML + electrical,random_forest,0.8,3,3,3,6,0,9,False
NVML + electrical,random_forest,0.8,4,1,3,6,0,9,False
NVML + electrical,random_forest,0.8,4,2,3,6,0,9,False
NVML + electrical,random_forest,0.8,4,3,3,6,0,9,False
NVML + electrical,random_forest,0.8,4,4,3,6,0,9,False
NVML + electrical,random_forest,0.8,5,1,3,6,0,9,False
NVML + electrical,random_forest,0.8,5,2,3,6,0,9,False
NVML + electrical,random_forest,0.8,5,3,3,6,0,9,False
NVML + electrical,random_forest,0.8,5,4,3,6,0,9,False
NVML + electrical,random_forest,0.8,5,5,3,6,0,9,False
NVML + electrical,random_forest,0.825,1,1,3,6,0,9,False
NVML + electrical,random_forest,0.825,2,1,3,6,0,9,False
NVML + electrical,random_forest,0.825,2,2,3,6,0,9,False
NVML + electrical,random_forest,0.825,3,1,3,6,0,9,False
NVML + electrical,random_forest,0.825,3,2,3,6,0,9,False
NVML + electrical,random_forest,0.825,3,3,3,6,0,9,False
NVML + electrical,random_forest,0.825,4,1,3,6,0,9,False
NVML + electrical,random_forest,0.825,4,2,3,6,0,9,False
NVML + electrical,random_forest,0.825,4,3,3,6,0,9,False
NVML + electrical,random_forest,0.825,4,4,3,6,0,9,False
NVML + electrical,random_forest,0.825,5,1,3,6,0,9,False
NVML + electrical,random_forest,0.825,5,2,3,6,0,9,False
NVML + electrical,random_forest,0.825,5,3,3,6,0,9,False
NVML + electrical,random_forest,0.825,5,4,3,6,0,9,False
NVML + electrical,random_forest,0.825,5,5,3,6,0,9,False
NVML + electrical,random_forest,0.85,1,1,3,6,0,9,False
NVML + electrical,random_forest,0.85,2,1,3,6,0,9,False
NVML + electrical,random_forest,0.85,2,2,3,6,0,9,False
NVML + electrical,random_forest,0.85,3,1,3,6,0,9,False
NVML + electrical,random_forest,0.85,3,2,3,6,0,9,False
NVML + electrical,random_forest,0.85,3,3,3,6,0,9,False
NVML + electrical,random_forest,0.85,4,1,3,6,0,9,False
NVML + electrical,random_forest,0.85,4,2,3,6,0,9,False
NVML + electrical,random_forest,0.85,4,3,3,6,0,9,False
NVML + electrical,random_forest,0.85,4,4,3,6,0,9,False
NVML + electrical,random_forest,0.85,5,1,3,6,0,9,False
NVML + electrical,random_forest,0.85,5,2,3,6,0,9,False
NVML + electrical,random_forest,0.85,5,3,3,6,0,9,False
NVML + electrical,random_forest,0.85,5,4,3,6,0,9,False
NVML + electrical,random_forest,0.85,5,5,3,6,0,9,False
NVML + electrical,extra_trees,0.1,1,1,6,6,7,9,False
NVML + electrical,extra_trees,0.1,2,1,6,6,7,9,False
NVML + electrical,extra_trees,0.1,2,2,6,6,5,9,False
NVML + electrical,extra_trees,0.1,3,1,6,6,7,9,False
NVML + electrical,extra_trees,0.1,3,2,6,6,5,9,False
NVML + electrical,extra_trees,0.1,3,3,6,6,4,9,False
NVML + electrical,extra_trees,0.1,4,1,6,6,7,9,False
NVML + electrical,extra_trees,0.1,4,2,6,6,5,9,False
NVML + electrical,extra_trees,0.1,4,3,6,6,4,9,False
NVML + electrical,extra_trees,0.1,4,4,6,6,3,9,False
NVML + electrical,extra_trees,0.1,5,1,6,6,7,9,False
NVML + electrical,extra_trees,0.1,5,2,6,6,5,9,False
NVML + electrical,extra_trees,0.1,5,3,6,6,4,9,False
NVML + electrical,extra_trees,0.1,5,4,6,6,3,9,False
NVML + electrical,extra_trees,0.1,5,5,6,6,3,9,False
NVML + electrical,extra_trees,0.125,1,1,6,6,7,9,False
NVML + electrical,extra_trees,0.125,2,1,6,6,7,9,False
NVML + electrical,extra_trees,0.125,2,2,6,6,5,9,False
NVML + electrical,extra_trees,0.125,3,1,6,6,7,9,False
NVML + electrical,extra_trees,0.125,3,2,6,6,5,9,False
NVML + electrical,extra_trees,0.125,3,3,6,6,4,9,False
NVML + electrical,extra_trees,0.125,4,1,6,6,7,9,False
NVML + electrical,extra_trees,0.125,4,2,6,6,5,9,False
NVML + electrical,extra_trees,0.125,4,3,6,6,4,9,False
NVML + electrical,extra_trees,0.125,4,4,6,6,3,9,False
NVML + electrical,extra_trees,0.125,5,1,6,6,7,9,False
NVML + electrical,extra_trees,0.125,5,2,6,6,5,9,False
NVML + electrical,extra_trees,0.125,5,3,6,6,4,9,False
NVML + electrical,extra_trees,0.125,5,4,6,6,3,9,False
NVML + electrical,extra_trees,0.125,5,5,6,6,3,9,False
NVML + electrical,extra_trees,0.15,1,1,6,6,7,9,False
NVML + electrical,extra_trees,0.15,2,1,6,6,7,9,False
NVML + electrical,extra_trees,0.15,2,2,6,6,5,9,False
NVML + electrical,extra_trees,0.15,3,1,6,6,7,9,False
NVML + electrical,extra_trees,0.15,3,2,6,6,5,9,False
NVML + electrical,extra_trees,0.15,3,3,6,6,4,9,False
NVML + electrical,extra_trees,0.15,4,1,6,6,7,9,False
NVML + electrical,extra_trees,0.15,4,2,6,6,5,9,False
NVML + electrical,extra_trees,0.15,4,3,6,6,4,9,False
NVML + electrical,extra_trees,0.15,4,4,6,6,3,9,False
NVML + electrical,extra_trees,0.15,5,1,6,6,7,9,False
NVML + electrical,extra_trees,0.15,5,2,6,6,5,9,False
NVML + electrical,extra_trees,0.15,5,3,6,6,4,9,False
NVML + electrical,extra_trees,0.15,5,4,6,6,3,9,False
NVML + electrical,extra_trees,0.15,5,5,6,6,2,9,False
NVML + electrical,extra_trees,0.175,1,1,6,6,6,9,False
NVML + electrical,extra_trees,0.175,2,1,6,6,6,9,False
NVML + electrical,extra_trees,0.175,2,2,6,6,3,9,False
NVML + electrical,extra_trees,0.175,3,1,6,6,6,9,False
NVML + electrical,extra_trees,0.175,3,2,6,6,4,9,False
NVML + electrical,extra_trees,0.175,3,3,6,6,2,9,False
NVML + electrical,extra_trees,0.175,4,1,6,6,6,9,False
NVML + electrical,extra_trees,0.175,4,2,6,6,4,9,False
NVML + electrical,extra_trees,0.175,4,3,6,6,2,9,False
NVML + electrical,extra_trees,0.175,4,4,6,6,0,9,False
NVML + electrical,extra_trees,0.175,5,1,6,6,6,9,False
NVML + electrical,extra_trees,0.175,5,2,6,6,4,9,False
NVML + electrical,extra_trees,0.175,5,3,6,6,2,9,False
NVML + electrical,extra_trees,0.175,5,4,6,6,0,9,False
NVML + electrical,extra_trees,0.175,5,5,6,6,0,9,False
NVML + electrical,extra_trees,0.2,1,1,6,6,5,9,False
NVML + electrical,extra_trees,0.2,2,1,6,6,5,9,False
NVML + electrical,extra_trees,0.2,2,2,6,6,3,9,False
NVML + electrical,extra_trees,0.2,3,1,6,6,5,9,False
NVML + electrical,extra_trees,0.2,3,2,6,6,4,9,False
NVML + electrical,extra_trees,0.2,3,3,6,6,1,9,False
NVML + electrical,extra_trees,0.2,4,1,6,6,5,9,False
NVML + electrical,extra_trees,0.2,4,2,6,6,4,9,False
NVML + electrical,extra_trees,0.2,4,3,6,6,1,9,False
NVML + electrical,extra_trees,0.2,4,4,6,6,0,9,False
NVML + electrical,extra_trees,0.2,5,1,6,6,5,9,False
NVML + electrical,extra_trees,0.2,5,2,6,6,4,9,False
NVML + electrical,extra_trees,0.2,5,3,6,6,1,9,False
NVML + electrical,extra_trees,0.2,5,4,6,6,0,9,False
NVML + electrical,extra_trees,0.2,5,5,6,6,0,9,False
NVML + electrical,extra_trees,0.225,1,1,6,6,4,9,False
NVML + electrical,extra_trees,0.225,2,1,6,6,4,9,False
NVML + electrical,extra_trees,0.225,2,2,6,6,2,9,False
NVML + electrical,extra_trees,0.225,3,1,6,6,4,9,False
NVML + electrical,extra_trees,0.225,3,2,6,6,3,9,False
NVML + electrical,extra_trees,0.225,3,3,6,6,0,9,False
NVML + electrical,extra_trees,0.225,4,1,6,6,4,9,False
NVML + electrical,extra_trees,0.225,4,2,6,6,3,9,False
NVML + electrical,extra_trees,0.225,4,3,6,6,0,9,False
NVML + electrical,extra_trees,0.225,4,4,6,6,0,9,False
NVML + electrical,extra_trees,0.225,5,1,6,6,4,9,False
NVML + electrical,extra_trees,0.225,5,2,6,6,3,9,False
NVML + electrical,extra_trees,0.225,5,3,6,6,0,9,False
NVML + electrical,extra_trees,0.225,5,4,6,6,0,9,False
NVML + electrical,extra_trees,0.225,5,5,5,6,0,9,False
NVML + electrical,extra_trees,0.25,1,1,6,6,4,9,False
NVML + electrical,extra_trees,0.25,2,1,6,6,4,9,False
NVML + electrical,extra_trees,0.25,2,2,6,6,2,9,False
NVML + electrical,extra_trees,0.25,3,1,6,6,4,9,False
NVML + electrical,extra_trees,0.25,3,2,6,6,2,9,False
NVML + electrical,extra_trees,0.25,3,3,6,6,0,9,True
NVML + electrical,extra_trees,0.25,4,1,6,6,4,9,False
NVML + electrical,extra_trees,0.25,4,2,6,6,2,9,False
NVML + electrical,extra_trees,0.25,4,3,6,6,0,9,False
NVML + electrical,extra_trees,0.25,4,4,5,6,0,9,False
NVML + electrical,extra_trees,0.25,5,1,6,6,4,9,False
NVML + electrical,extra_trees,0.25,5,2,6,6,2,9,False
NVML + electrical,extra_trees,0.25,5,3,6,6,0,9,False
NVML + electrical,extra_trees,0.25,5,4,5,6,0,9,False
NVML + electrical,extra_trees,0.25,5,5,5,6,0,9,False
NVML + electrical,extra_trees,0.275,1,1,5,6,4,9,False
NVML + electrical,extra_trees,0.275,2,1,5,6,4,9,False
NVML + electrical,extra_trees,0.275,2,2,5,6,1,9,False
NVML + electrical,extra_trees,0.275,3,1,5,6,4,9,False
NVML + electrical,extra_trees,0.275,3,2,5,6,1,9,False
NVML + electrical,extra_trees,0.275,3,3,5,6,0,9,False
NVML + electrical,extra_trees,0.275,4,1,5,6,4,9,False
NVML + electrical,extra_trees,0.275,4,2,5,6,1,9,False
NVML + electrical,extra_trees,0.275,4,3,5,6,0,9,False
NVML + electrical,extra_trees,0.275,4,4,5,6,0,9,False
NVML + electrical,extra_trees,0.275,5,1,5,6,4,9,False
NVML + electrical,extra_trees,0.275,5,2,5,6,1,9,False
NVML + electrical,extra_trees,0.275,5,3,5,6,0,9,False
NVML + electrical,extra_trees,0.275,5,4,5,6,0,9,False
NVML + electrical,extra_trees,0.275,5,5,5,6,0,9,False
NVML + electrical,extra_trees,0.3,1,1,5,6,4,9,False
NVML + electrical,extra_trees,0.3,2,1,5,6,4,9,False
NVML + electrical,extra_trees,0.3,2,2,5,6,1,9,False
NVML + electrical,extra_trees,0.3,3,1,5,6,4,9,False
NVML + electrical,extra_trees,0.3,3,2,5,6,1,9,False
NVML + electrical,extra_trees,0.3,3,3,5,6,0,9,False
NVML + electrical,extra_trees,0.3,4,1,5,6,4,9,False
NVML + electrical,extra_trees,0.3,4,2,5,6,1,9,False
NVML + electrical,extra_trees,0.3,4,3,5,6,0,9,False
NVML + electrical,extra_trees,0.3,4,4,5,6,0,9,False
NVML + electrical,extra_trees,0.3,5,1,5,6,4,9,False
NVML + electrical,extra_trees,0.3,5,2,5,6,1,9,False
NVML + electrical,extra_trees,0.3,5,3,5,6,0,9,False
NVML + electrical,extra_trees,0.3,5,4,5,6,0,9,False
NVML + electrical,extra_trees,0.3,5,5,5,6,0,9,False
NVML + electrical,extra_trees,0.325,1,1,5,6,3,9,False
NVML + electrical,extra_trees,0.325,2,1,5,6,3,9,False
NVML + electrical,extra_trees,0.325,2,2,5,6,1,9,False
NVML + electrical,extra_trees,0.325,3,1,5,6,3,9,False
NVML + electrical,extra_trees,0.325,3,2,5,6,1,9,False
NVML + electrical,extra_trees,0.325,3,3,5,6,0,9,False
NVML + electrical,extra_trees,0.325,4,1,5,6,3,9,False
NVML + electrical,extra_trees,0.325,4,2,5,6,1,9,False
NVML + electrical,extra_trees,0.325,4,3,5,6,0,9,False
NVML + electrical,extra_trees,0.325,4,4,5,6,0,9,False
NVML + electrical,extra_trees,0.325,5,1,5,6,3,9,False
NVML + electrical,extra_trees,0.325,5,2,5,6,1,9,False
NVML + electrical,extra_trees,0.325,5,3,5,6,0,9,False
NVML + electrical,extra_trees,0.325,5,4,5,6,0,9,False
NVML + electrical,extra_trees,0.325,5,5,5,6,0,9,False
NVML + electrical,extra_trees,0.35,1,1,5,6,3,9,False
NVML + electrical,extra_trees,0.35,2,1,5,6,3,9,False
NVML + electrical,extra_trees,0.35,2,2,5,6,1,9,False
NVML + electrical,extra_trees,0.35,3,1,5,6,3,9,False
NVML + electrical,extra_trees,0.35,3,2,5,6,1,9,False
NVML + electrical,extra_trees,0.35,3,3,5,6,0,9,False
NVML + electrical,extra_trees,0.35,4,1,5,6,3,9,False
NVML + electrical,extra_trees,0.35,4,2,5,6,1,9,False
NVML + electrical,extra_trees,0.35,4,3,5,6,0,9,False
NVML + electrical,extra_trees,0.35,4,4,5,6,0,9,False
NVML + electrical,extra_trees,0.35,5,1,5,6,3,9,False
NVML + electrical,extra_trees,0.35,5,2,5,6,1,9,False
NVML + electrical,extra_trees,0.35,5,3,5,6,0,9,False
NVML + electrical,extra_trees,0.35,5,4,5,6,0,9,False
NVML + electrical,extra_trees,0.35,5,5,4,6,0,9,False
NVML + electrical,extra_trees,0.375,1,1,5,6,2,9,False
NVML + electrical,extra_trees,0.375,2,1,5,6,2,9,False
NVML + electrical,extra_trees,0.375,2,2,5,6,0,9,False
NVML + electrical,extra_trees,0.375,3,1,5,6,2,9,False
NVML + electrical,extra_trees,0.375,3,2,5,6,0,9,False
NVML + electrical,extra_trees,0.375,3,3,5,6,0,9,False
NVML + electrical,extra_trees,0.375,4,1,5,6,2,9,False
NVML + electrical,extra_trees,0.375,4,2,5,6,0,9,False
NVML + electrical,extra_trees,0.375,4,3,5,6,0,9,False
NVML + electrical,extra_trees,0.375,4,4,5,6,0,9,False
NVML + electrical,extra_trees,0.375,5,1,5,6,2,9,False
NVML + electrical,extra_trees,0.375,5,2,5,6,0,9,False
NVML + electrical,extra_trees,0.375,5,3,5,6,0,9,False
NVML + electrical,extra_trees,0.375,5,4,5,6,0,9,False
NVML + electrical,extra_trees,0.375,5,5,4,6,0,9,False
NVML + electrical,extra_trees,0.4,1,1,5,6,2,9,False
NVML + electrical,extra_trees,0.4,2,1,5,6,2,9,False
NVML + electrical,extra_trees,0.4,2,2,5,6,0,9,False
NVML + electrical,extra_trees,0.4,3,1,5,6,2,9,False
NVML + electrical,extra_trees,0.4,3,2,5,6,0,9,False
NVML + electrical,extra_trees,0.4,3,3,5,6,0,9,False
NVML + electrical,extra_trees,0.4,4,1,5,6,2,9,False
NVML + electrical,extra_trees,0.4,4,2,5,6,0,9,False
NVML + electrical,extra_trees,0.4,4,3,5,6,0,9,False
NVML + electrical,extra_trees,0.4,4,4,5,6,0,9,False
NVML + electrical,extra_trees,0.4,5,1,5,6,2,9,False
NVML + electrical,extra_trees,0.4,5,2,5,6,0,9,False
NVML + electrical,extra_trees,0.4,5,3,5,6,0,9,False
NVML + electrical,extra_trees,0.4,5,4,5,6,0,9,False
NVML + electrical,extra_trees,0.4,5,5,4,6,0,9,False
NVML + electrical,extra_trees,0.425,1,1,5,6,1,9,False
NVML + electrical,extra_trees,0.425,2,1,5,6,1,9,False
NVML + electrical,extra_trees,0.425,2,2,5,6,0,9,False
NVML + electrical,extra_trees,0.425,3,1,5,6,1,9,False
NVML + electrical,extra_trees,0.425,3,2,5,6,0,9,False
NVML + electrical,extra_trees,0.425,3,3,4,6,0,9,False
NVML + electrical,extra_trees,0.425,4,1,5,6,1,9,False
NVML + electrical,extra_trees,0.425,4,2,5,6,0,9,False
NVML + electrical,extra_trees,0.425,4,3,5,6,0,9,False
NVML + electrical,extra_trees,0.425,4,4,3,6,0,9,False
NVML + electrical,extra_trees,0.425,5,1,5,6,1,9,False
NVML + electrical,extra_trees,0.425,5,2,5,6,0,9,False
NVML + electrical,extra_trees,0.425,5,3,5,6,0,9,False
NVML + electrical,extra_trees,0.425,5,4,4,6,0,9,False
NVML + electrical,extra_trees,0.425,5,5,3,6,0,9,False
